"No","RefTree","Tree","RefTree_taxa","Tree_taxa","Common_taxa","Triples","RFCluster(0.5)","MatchingPair","NodalSplitted","MatchingCluster","MAST","CopheneticL2Metric"
"955","1","955","27","27","27","2024.0000","25.0000","231.0000","84.9117","148.0000","19.0000","50.7346"
"956","1","956","27","27","27","1849.0000","25.0000","211.0000","81.6946","128.0000","17.0000","46.6476"
"957","1","957","27","27","27","1982.0000","25.0000","233.0000","93.6696","154.0000","20.0000","51.2640"
"958","1","958","27","27","27","1942.0000","25.0000","224.0000","88.5099","146.0000","19.0000","50.1996"
"959","1","959","27","27","27","1821.0000","25.0000","215.0000","88.0000","140.0000","17.0000","49.0510"
"960","1","960","27","27","27","1873.0000","25.0000","226.0000","93.3702","146.0000","19.0000","50.3587"
"961","1","961","27","27","27","1881.0000","25.0000","221.0000","89.2525","140.0000","18.0000","49.6387"
"962","1","962","27","27","27","1885.0000","25.0000","218.0000","88.3855","134.0000","18.0000","49.5984"
"963","1","963","27","27","27","2031.0000","24.0000","232.0000","79.6116","154.0000","19.0000","49.2544"
"964","1","964","27","27","27","1984.0000","25.0000","224.0000","81.3511","146.0000","18.0000","49.7996"
"965","1","965","27","27","27","1637.0000","25.0000","205.0000","81.3019","120.0000","17.0000","44.1135"
"966","1","966","27","27","27","1968.0000","25.0000","232.0000","83.0060","144.0000","19.0000","49.5782"
"967","1","967","27","27","27","1908.0000","25.0000","226.0000","92.1303","144.0000","19.0000","50.7543"
"968","1","968","27","27","27","1958.0000","25.0000","224.0000","88.6566","146.0000","18.0000","50.4381"
"969","1","969","27","27","27","1993.0000","25.0000","233.0000","82.3893","150.0000","19.0000","48.9898"
"970","1","970","27","27","27","2002.0000","25.0000","235.0000","91.7606","158.0000","19.0000","51.1664"
"971","1","971","27","27","27","1903.0000","25.0000","223.0000","87.0862","136.0000","18.0000","48.6826"
"972","1","972","27","27","27","1931.0000","24.0000","224.0000","80.2496","142.0000","19.0000","48.8262"
"973","1","973","27","27","27","1576.0000","25.0000","193.0000","82.5106","124.0000","17.0000","46.6047"
"974","1","974","27","27","27","2020.0000","25.0000","233.0000","81.5721","152.0000","20.0000","50.1797"
"975","1","975","27","27","27","1952.0000","25.0000","228.0000","79.4355","144.0000","19.0000","48.7852"
"976","1","976","27","27","27","1903.0000","25.0000","219.0000","81.2650","136.0000","18.0000","48.9285"
"977","1","977","27","27","27","1949.0000","25.0000","223.0000","85.5570","138.0000","19.0000","48.8467"
"978","1","978","27","27","27","1919.0000","25.0000","226.0000","89.6995","146.0000","19.0000","49.8598"
"979","1","979","27","27","27","1983.0000","25.0000","232.0000","90.6863","152.0000","20.0000","51.4004"
"980","1","980","27","27","27","2032.0000","25.0000","235.0000","89.1628","160.0000","19.0000","51.2445"
"981","1","981","27","27","27","1963.0000","23.0000","229.0000","92.9301","152.0000","18.0000","50.7346"
"982","1","982","27","27","27","1999.0000","25.0000","233.0000","87.9318","154.0000","19.0000","50.3786"
"983","1","983","27","27","27","1990.0000","25.0000","230.0000","86.0233","150.0000","19.0000","49.9199"
"984","1","984","27","27","27","2036.0000","25.0000","237.0000","91.7279","154.0000","19.0000","51.6333"
"985","1","985","27","27","27","2015.0000","25.0000","233.0000","87.0172","154.0000","19.0000","50.6557"
"986","1","986","27","27","27","2011.0000","25.0000","232.0000","95.3100","154.0000","20.0000","52.4786"
